ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
0x1701,CUS_0xa16e,April,Lee Chyenz,41,905-50-7912,Media_Manager,10183.015,1074.5845833333333,7,5,17,5,"Credit-Builder Loan, Mortgage Loan, Mortgage Loan, Credit-Builder Loan, and Student Loan",43,20,7.97,6.0,_,1672.43,27.61417777754393,10 Years and 4 Months,Yes,37.58807283812568,46.8104157513052,High_spent_Small_value_payments,283.0599697439025,Standard
0x1702,CUS_0xa16e,May,Lee Chyenz,41,905-50-7912,Media_Manager,10183.015,1074.5845833333333,7,5,17,5,"Credit-Builder Loan, Mortgage Loan, Mortgage Loan, Credit-Builder Loan, and Student Loan",51,,7.97,6.0,Bad,1672.43,32.29348991062007,10 Years and 5 Months,Yes,37.58807283812568,65.83126164076859,!@9#%8,294.03912385443914,Poor
0x1703,CUS_0xa16e,June,Lee Chyenz,42,905-50-7912,_______,10183.015,1074.5845833333333,7,5,17,5,"Credit-Builder Loan, Mortgage Loan, Mortgage Loan, Credit-Builder Loan, and Student Loan",48,24,10.97,1050.0,Bad,1672.43,25.105402554318484,10 Years and 6 Months,Yes,37.58807283812568,73.89986104079846,Low_spent_Small_value_payments,285.9705244544092,Poor
0x1704,CUS_0xa16e,July,Lee Chyenz,42,905-50-7912,Media_Manager,10183.015,1074.5845833333333,7,5,17,5,"Credit-Builder Loan, Mortgage Loan, Mortgage Loan, Credit-Builder Loan, and Student Loan",52,21,7.97,6.0,_,1672.43,24.713823993258373,10 Years and 7 Months,Yes,37.58807283812568,61.863727578026115,Low_spent_Small_value_payments,298.00665791718154,Poor
0x1705,CUS_0xa16e,August,Lee Chyenz,42,905-50-7912,Media_Manager,10183.015_,1074.5845833333333,7,5,17,5,"Credit-Builder Loan, Mortgage Loan, Mortgage Loan, Credit-Builder Loan, and Student Loan",48,21,7.97,6.0,Bad,1672.43,36.83702882243363,10 Years and 8 Months,Yes,37.58807283812568,71.12274735436063,Low_spent_Small_value_payments,288.747638140847,Poor
0x170a,CUS_0xac86,January,,19,028-16-4402,Entrepreneur,106733.13,8873.4275,4,4,1,0,,10,8_,0.86,0.0,_,76.23,29.815895626895166,32 Years and 9 Months,No,0.0,388.36035366098815,Low_spent_Large_value_payments,768.9823963390119,Good
0x170b,CUS_0xac86,February,Nickb,20,028-16-4402,Entrepreneur,106733.13,8873.4275,4,4,1,0,,5,7,_,0.0,_,76.23,28.108086289939237,32 Years and 10 Months,No,0.0,807.2067768357648,Low_spent_Small_value_payments,370.1359731642354,Good
0x170c,CUS_0xac86,March,Nickb,20,#F%$D@*&8,Entrepreneur,106733.13,8873.4275,4,4,4975,0,,2,6,0.86,0.0,Good,76.23,42.070458602150005,32 Years and 11 Months,No,0.0,172.03282853259896,High_spent_Large_value_payments,955.3099214674013,Good
0x170d,CUS_0xac86,April,Nickb,20,028-16-4402,Entrepreneur,106733.13,,4,4,1,0,,5,7,-4.14,0.0,Good,76.23,25.84254793986021,33 Years and 0 Months,No,0.0,644.2873937406405,Low_spent_Large_value_payments,513.0553562593595,Good
0x170e,CUS_0xac86,May,Nickb,20,028-16-4402,Entrepreneur,106733.13_,8873.4275,4,4,1,-100,,5,6,0.86,0.0,Good,76.23,28.8205537792444,33 Years and 1 Months,No,0.0,345.60913541068396,High_spent_Medium_value_payments,791.733614589316,Good
0x170f,CUS_0xac86,June,Nickb,20,028-16-4402,Entrepreneur,106733.13,8873.4275,4,4,1,0,,5,6,-0.14,0.0,Good,76.23,31.72760359530652,NA,No,0.0,,High_spent_Medium_value_payments,913.0316546874346,Standard
0x1710,CUS_0xac86,July,Nickb,20,028-16-4402,Entrepreneur,106733.13,8873.4275,4,4,1,0,,9,4,0.86,1.0,_,76.23,43.6651184057441,NA,No,0.0,191.03537260177933,High_spent_Large_value_payments,936.3073773982209,Standard
0x1711,CUS_0xac86,August,,20,028-16-4402,Entrepreneur,106733.13,8873.4275,4,4,1,0,,7,6,0.86,1.0,Good,76.23,39.24363977621796,33 Years and 4 Months,No,0.0,384.7637247797149,!@9#%8,792.5790252202852,Standard
0x1716,CUS_0x5b48,January,,31_,706-95-0150,Lawyer,12600.445,782.0370833333334,5,5,10,-100,"Not Specified, Student Loan, and Student Loan",28,19,15.79,7.0,_,569.8,33.07588356651339,12 Years and 3 Months,Yes,26.060347529205966,0.0,High_spent_Large_value_payments,284.2982044805207,Standard
0x1717,CUS_0x5b48,February,McBrideq,31,706-95-0150,Lawyer,12600.445,782.0370833333334,5,5,10,-100,"Not Specified, Student Loan, and Student Loan",25,18,15.79,7.0,Standard,569.8,38.15374125597254,12 Years and 4 Months,Yes,26.060347529205966,103.15861791443639,Low_spent_Small_value_payments,238.98474288969098,Standard
0x1718,CUS_0x5b48,March,,31,706-95-0150,Lawyer,12600.445,782.0370833333334,5,5,10,3,"Not Specified, Student Loan, and Student Loan",25,16,15.79,7.0,Standard,569.8,23.17983273627976,12 Years and 5 Months,Yes,26.060347529205966,32.02630794260436,Low_spent_Small_value_payments,310.117052861523,Standard
0x1719,CUS_0x5b48,April,,32,706-95-0150,_______,12600.445,782.0370833333334,5,5,10,3,"Not Specified, Student Loan, and Student Loan",25,18,15.79,,Standard,569.8,28.819407058304,12 Years and 6 Months,Yes,33746.0,31.14919791081519,Low_spent_Medium_value_payments,300.9941628933122,Poor
0x171a,CUS_0x5b48,May,McBrideq,32,706-95-0150,Lawyer,12600.445_,782.0370833333334,5,5,10,3,"Not Specified, Student Loan, and Student Loan",20,19,15.79,7.0,Standard,569.8,37.24021434251173,12 Years and 7 Months,Yes,26.060347529205966,41.0826367012432,Low_spent_Small_value_payments,301.0607241028842,Poor
0x171b,CUS_0x5b48,June,McBrideq,32,706-95-0150,Lawyer,12600.445,782.0370833333334,5,5,10,3,"Not Specified, Student Loan, and Student Loan",25,19,15.79,7.0,Standard,569.8,36.52748004014412,12 Years and 8 Months,Yes,26.060347529205966,48.00806665619237,Low_spent_Small_value_payments,294.135294147935,Poor
0x171c,CUS_0x5b48,July,McBrideq,32,706-95-0150,Lawyer,12600.445,782.0370833333334,5,5,10,3,"Not Specified, Student Loan, and Student Loan",25,20,21.79,7.0,Standard,569.8,34.125305925956305,NA,Yes,26.060347529205966,56.908895859705574,Low_spent_Medium_value_payments,275.2344649444218,Poor
0x171d,CUS_0x5b48,August,,32,706-95-0150,Lawyer,12600.445,782.0370833333334,5,5,10,3,"Not Specified, Student Loan, and Student Loan",25,19,15.79,11.0,Standard,569.8,31.978873515820702,12 Years and 10 Months,Yes,26.060347529205966,66.37358000122424,Low_spent_Small_value_payments,275.76978080290314,Poor
0x1722,CUS_0xa5f9,January,Rickt,34,189-09-5267,Mechanic,57983.12,4720.926666666667,9,8,31,8,"Payday Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, Not Specified, Student Loan, and Student Loan",47,19,7.27,12.0,Bad,3532.83,32.321769461626175,NA,Yes,200.43261339470683,265.70621194860047,Low_spent_Small_value_payments,295.95384132335937,Poor
0x1723,CUS_0xa5f9,February,Rickt,34,189-09-5267,Mechanic,57983.12,,9,8,31,8,"Payday Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, Not Specified, Student Loan, and Student Loan",53,21,7.27,1044.0,Bad,3532.83,37.87364186839308,12 Years and 3 Months,Yes,200.43261339470683,193.87337542933238,High_spent_Medium_value_payments,327.78667784262745,Standard
0x1724,CUS_0xa5f9,March,Rickt,34,189-09-5267,Mechanic,57983.12,4720.926666666667,9,8,31,8,"Payday Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, Not Specified, Student Loan, and Student Loan",48,,7.27,17.0,Bad,3532.83,37.81024308787287,12 Years and 4 Months,Yes,200.43261339470683,534.3581783879267,Low_spent_Small_value_payments,27.301874884033168,Poor
0x1725,CUS_0xa5f9,April,Rickt,34,189-09-5267,Mechanic,57983.12,,9,8,31,8,"Payday Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, Not Specified, Student Loan, and Student Loan",48,22,7.27,17.0,_,3532.83,32.56739683731984,12 Years and 5 Months,Yes,200.43261339470683,197.64049552810002,High_spent_Medium_value_payments,324.0195577438599,Poor
0x1726,CUS_0xa5f9,May,Rickt,34,#F%$D@*&8,Mechanic,57983.12,4720.926666666667,9,8,31,8,"Payday Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, Not Specified, Student Loan, and Student Loan",48,21,10.27,17.0,Bad,3532.83,37.28428974024728,12 Years and 6 Months,Yes,200.43261339470683,205.25015227427863,Low_spent_Small_value_payments,356.4099009976813,Poor
0x1727,CUS_0xa5f9,June,Rickt,34,189-09-5267,Mechanic,57983.12_,4720.926666666667,9,8,31,8,"Payday Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, Not Specified, Student Loan, and Student Loan",46,21,7.27,17.0,Bad,3532.83,35.25737829905026,12 Years and 7 Months,Yes,200.43261339470683,626.869242023209,Low_spent_Small_value_payments,,Standard
0x1728,CUS_0xa5f9,July,Rickt,34,189-09-5267,Mechanic,57983.12,4720.926666666667,9,8,31,8,"Payday Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, Not Specified, Student Loan, and Student Loan",49,21,7.27,1936.0,Bad,3532.83,24.63149693005803,12 Years and 8 Months,Yes,200.43261339470683,234.73204010983818,Low_spent_Medium_value_payments,316.9280131621217,Standard
0x1729,CUS_0xa5f9,August,Rickt,34,#F%$D@*&8,Mechanic,57983.12,4720.926666666667,9,8,31,8,"Payday Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, Not Specified, Student Loan, and Student Loan",48,24,7.27,,_,3532.83,24.726351303352534,12 Years and 9 Months,Yes,200.43261339470683,159.13672195005464,High_spent_Medium_value_payments,362.5233313219053,Poor
